desertionNo,happenDt,happenPlace,upKindNm,kindNm,age,weight,sexCd,neuterYn,processState,careNm,orgNm
445468202502222,2025-07-13,익산시 평화동 오투그란테 102동 경비실앞,개,믹스견,2024(년생),13(Kg),M,N,종료(입양),익산유기동물보호소,전북특별자치도 익산시
445468202502221,2025-07-13,익산시 금마면 신용리 26-7,개,믹스견,2022(년생),13(Kg),M,N,종료(반환),익산유기동물보호소,전북특별자치도 익산시
444455202500359,2025-07-13,제원면 대산리75-1,개,믹스견,2024(년생),10(Kg),F,N,종료(입양),제일동물병원,충청남도 금산군
444453202500824,2025-07-13,율지 6로 21 장미연립 ,고양이,한국 고양이,2025(60일미만)(년생),0.27(Kg),F,U,종료(자연사),서산시 동물보호센터,충청남도 서산시
443557202500125,2025-07-13,좌실길 30-7,개,푸들,2022(년생),3(Kg),F,U,종료(반환),가정견훈련소,충청북도 증평군
443443202500549,2025-07-13,옥천읍,개,믹스견,2024(년생),15(Kg),M,N,종료(안락사),옥천동물병원,충청북도 옥천군
441402202500408,2025-07-13,군포시청에서 인수,고양이,한국 고양이,2025(년생),1(Kg),M,N,종료(기증),한국야생동물보호협회,경기도 군포시
441399202501752,2025-07-13,퇴계원로 61,개,치와와,2015(년생),4(Kg),F,Y,종료(반환),남양주시동물보호센터,경기도 남양주시
441399202501751,2025-07-13,퇴계원로 61,개,비숑 프리제,2019(년생),6.5(Kg),M,Y,종료(반환),남양주시동물보호센터,경기도 남양주시
441394202501474,2025-07-13,고양동 411-16,고양이,한국 고양이,2025(60일미만)(년생),0.08(Kg),Q,U,종료(자연사),고양시동물보호센터,경기도 고양시
441394202501473,2025-07-13,고양동 411-16,고양이,한국 고양이,2025(60일미만)(년생),0.09(Kg),Q,U,종료(자연사),고양시동물보호센터,경기도 고양시
441394202501472,2025-07-13,정발산동1213부근,개,푸들,2020(년생),6(Kg),M,Y,종료(반환),고양시동물보호센터,경기도 고양시
441393202500960,2025-07-13,선부119안전센터에서 인수,개,말티즈,2021(년생),8(Kg),M,Y,종료(안락사),한국야생동물보호협회,경기도 안산시
441383202500247,2025-07-13,만안구청에서 인수,고양이,한국 고양이,2022(년생),5(Kg),M,Y,종료(방사),한국야생동물보호협회,경기도 안양시
431372202500450,2025-07-13,중산 디아채 아파트,고양이,한국 고양이,2025(년생),0.1(Kg),Q,N,종료(자연사),울산유기동물보호센터,울산광역시 북구
431372202500449,2025-07-13,중산 디아채 아파트,고양이,한국 고양이,2025(년생),0.1(Kg),Q,N,종료(자연사),울산유기동물보호센터,울산광역시 북구
431372202500448,2025-07-13,중산 디아채 아파트,고양이,한국 고양이,2025(년생),0.1(Kg),Q,N,종료(자연사),울산유기동물보호센터,울산광역시 북구
428357202500948,2025-07-13,인천 강화군 길상면 온수리 622-33,고양이,한국 고양이,2025(년생),0.76(Kg),F,N,보호중,디디동물병원,인천광역시 강화군
428355202500503,2025-07-13,계양구청 당직실(초정마을 쌍용),개,푸들,2019(년생),6.0(Kg),M,N,종료(반환),신영재동물병원,인천광역시 계양구
428355202500502,2025-07-13,계양구청 당직실(계양중앙교회),고양이,한국 고양이,2025(60일미만)(년생),0.5(Kg),M,N,종료(자연사),신영재동물병원,인천광역시 계양구
428355202500501,2025-07-13,계양구청 당직실(작전동),개,비숑 프리제,2016(년생),7.0(Kg),M,Y,종료(반환),신영재동물병원,인천광역시 계양구
428354202500669,2025-07-13,동암역2번출구,개,말티즈,2022(년생),3.5(Kg),M,N,종료(반환),늘푸른동물병원,인천광역시 부평구
428354202500668,2025-07-13,신트리공원,개,말티즈,2019(년생),6(Kg),M,Y,종료(반환),늘푸른동물병원,인천광역시 부평구
427345202500422,2025-07-13,오봉산 오거리,개,믹스견,2015(년생),1.5(Kg),F,U,종료(반환),대구유기동물보호협회,대구광역시 북구
426338202500320,2025-07-13,수영구청,개,슈나우져,2018(년생),7.8(Kg),F,U,보호중,(사)동부동물보호협회,부산광역시 수영구
426332202500422,2025-07-13,만덕럭키1차 아파트 정문 인근,고양이,한국 고양이,2025(60일미만)(년생),0.45(Kg),Q,N,종료(자연사),부산동물보호센터,부산광역시 북구
411319202500390,2025-07-13,흑석동 재개발11구역,개,진도견,2025(60일미만)(년생),3.9(Kg),M,N,종료(입양),디아크동물종합병원,서울특별시 동작구
411309202500272,2025-07-13,"서울 도봉구 우이천로 367 (쌍문동, 북한산코오롱하늘채아파트)",개,치와와,2024(년생),5(Kg),M,N,종료(반환),한국동물구조관리협회,서울특별시 도봉구
411308202500338,2025-07-13,서울 강북구 번동 444-50,개,믹스견,2019(년생),6.4(Kg),M,N,종료(반환),한국동물구조관리협회,서울특별시 강북구
411308202500337,2025-07-13,서울 강북구 솔매로45길 93 (미아동) 뒷쪽 주차장,고양이,한국 고양이,2025(년생),0.85(Kg),M,N,종료(자연사),한국동물구조관리협회,서울특별시 강북구
448567202501095,2025-07-13,의창구 동읍 단계리 산35,개,믹스견,2025(60일미만)(년생),3.7(Kg),F,N,종료(입양),창원동물보호센터,경상남도 창원시 의창성산구
448567202501093,2025-07-13,의창구 동읍 단계리 산35,개,믹스견,2023(년생),11(Kg),F,N,종료(기증),창원동물보호센터,경상남도 창원시 의창성산구
448536202500671,2025-07-13,초동면,개,믹스견,2023(년생),16(Kg),M,N,보호중,밀양시 동물보호센터,경상남도 밀양시
448536202500670,2025-07-13,초동면,개,믹스견,2025(60일미만)(년생),2.5(Kg),F,N,보호중,밀양시 동물보호센터,경상남도 밀양시
448531202501275,2025-07-13,진주시 집현면 냉정리 산155-3,개,믹스견,2024(년생),9.8(Kg),M,N,종료(반환),진주시동물보호센터,경상남도 진주시
447508202500830,2025-07-13,구미시 신동141-6,개,믹스견,2022(년생),7.92(Kg),M,N,종료(자연사),구미시 동물보호센터,경상북도 구미시
447502202500894,2025-07-13,경상북도 포항시 남구 동촌동 포스코 포항공장 배수로,고양이,한국 고양이,2025(년생),0.6(Kg),M,N,종료(자연사),(사)영일동물플러스,경상북도 포항시
447502202500893,2025-07-13,경상북도 포항시 북구 대안길 56,고양이,한국 고양이,2025(60일미만)(년생),0.3(Kg),F,N,종료(입양),(사)영일동물플러스,경상북도 포항시
447502202500892,2025-07-13,경상북도 포항시 북구 환호로 24,고양이,한국 고양이,2025(년생),0.6(Kg),M,N,종료(자연사),(사)영일동물플러스,경상북도 포항시
447502202500891,2025-07-13,경상북도 포항시 남구 오천읍 문덕로 54번길 10,고양이,한국 고양이,2025(년생),0.5(Kg),M,N,종료(자연사),(사)영일동물플러스,경상북도 포항시
447502202500890,2025-07-13,경상북도 포항시 남구 장기면 장기로969번길 21-3,개,믹스견,2023(년생),9(Kg),M,N,종료(안락사),(사)영일동물플러스,경상북도 포항시
446496202500271,2025-07-13,함평읍 119동물구조대,개,믹스견,2023(년생),6.00(Kg),F,U,종료(자연사),학교임시동물보호센터,전라남도 함평군
446483202501178,2025-07-13,나주시봉황면송길길55-31,개,믹스견,2025(년생),8(Kg),F,N,종료(자연사),나주유기동물보호센터,전라남도 나주시
446483202501177,2025-07-13,나주시봉황면송길길55-31,개,믹스견,2025(년생),8(Kg),M,N,종료(자연사),나주유기동물보호센터,전라남도 나주시
446483202501176,2025-07-13,나주시남평읍오계반계길26-12하우스,고양이,한국 고양이,2025(년생),1(Kg),F,N,종료(자연사),나주유기동물보호센터,전라남도 나주시
446483202501175,2025-07-13,나주시남평읍오계반계길26-12하우스,고양이,한국 고양이,2025(년생),1(Kg),F,N,종료(자연사),나주유기동물보호센터,전라남도 나주시
445467202501381,2025-07-13,대야면 원두길 14,개,말티즈,2017(년생),3(Kg),M,Y,종료(반환),군산유기동물보호센터,전북특별자치도 군산시
445467202501380,2025-07-13,군산 세경아파트 207동 13층,개,치와와,2017(년생),4(Kg),M,Y,종료(반환),군산유기동물보호센터,전북특별자치도 군산시
445467202501378,2025-07-13,대야면 초산마을,개,믹스견,2022(년생),15(Kg),M,N,종료(반환),군산유기동물보호센터,전북특별자치도 군산시
445467202501377,2025-07-13,조촌동 양안2길 5-1,고양이,믹스묘,2025(60일미만)(년생),0.2(Kg),M,N,종료(자연사),군산유기동물보호센터,전북특별자치도 군산시
445467202501376,2025-07-13,월명로416-2,개,믹스견,2023(년생),5(Kg),M,Y,종료(입양),군산유기동물보호센터,전북특별자치도 군산시
445464202502275,2025-07-13,완산구 온고을로 104,개,포메라니안,2025(년생),1.76(Kg),F,N,종료(입양),행복한동물병원,전북특별자치도 전주시
443571202502105,2025-07-13,수의동 덕선사,개,진도견,2023(년생),11(Kg),M,N,종료(입양),반려동물보호센터,충청북도 청주시
441417202501214,2025-07-13,경기도 양평군 단월면 고북길 347  산음자연휴양림 인근,개,라브라도 리트리버,2022(년생),28.4(Kg),F,U,종료(반환),양평군유기동물보호소,경기도 양평군
441417202501213,2025-07-13,경기도 양평군 양평읍 시민로 29 ,개,믹스견,2021(년생),6(Kg),M,N,종료(반환),양평군유기동물보호소,경기도 양평군
441399202501749,2025-07-13,남양주시 진접읍 금강로 1530-14,개,믹스견,2018(년생),5.7(Kg),F,N,종료(반환),남양주시동물보호센터,경기도 남양주시
441386202500923,2025-07-13,원미동 181-1,개,말티즈,2018(년생),5.1(Kg),M,Y,종료(반환),24시아이동물메디컬,경기도 부천시
441386202500922,2025-07-13,경인로 170번길 106,고양이,한국 고양이,2025(60일미만)(년생),0.54(Kg),F,N,종료(입양),24시아이동물메디컬,경기도 부천시
441386202500921,2025-07-13,부광로 8번길 49,개,푸들,2010(년생),3.6(Kg),M,Y,종료(반환),24시아이동물메디컬,경기도 부천시
429363202500513,2025-07-13,광산구 월곡로 39,개,스피츠,2015(년생),7(Kg),F,U,종료(반환),광주동물보호센터,광주광역시 광산구
429359202500347,2025-07-13,동구 동부소방서,개,믹스견,2022(년생),14(Kg),M,N,종료(안락사),광주동물보호센터,광주광역시 동구
448567202501094,2025-07-13,창원동물보호센터,개,말티즈,2025(60일미만)(년생),0.1(Kg),M,N,종료(입양),창원동물보호센터,경상남도 창원시 의창성산구
442433202500334,2025-07-13,기린면 북리,고양이,한국 고양이,2025(60일미만)(년생),"0,22(Kg)",Q,N,종료(입양),인제군동물보호센터,강원특별자치도 인제군
442433202500333,2025-07-13,기린면 북리,고양이,한국 고양이,2025(60일미만)(년생),"0,23(Kg)",Q,N,종료(자연사),인제군동물보호센터,강원특별자치도 인제군
442433202500332,2025-07-13,기린면 북리,고양이,한국 고양이,2025(60일미만)(년생),"0,22(Kg)",Q,N,종료(자연사),인제군동물보호센터,강원특별자치도 인제군
442433202500331,2025-07-13,기린면 북리,고양이,한국 고양이,2025(60일미만)(년생),"0,22(Kg)",Q,N,종료(자연사),인제군동물보호센터,강원특별자치도 인제군
446494202500373,2025-07-12,시종면 마한문화로 257,개,믹스견,2025(60일미만)(년생),0.8(Kg),M,N,종료(자연사),유기동물 삼호 보호소,전라남도 영암군
447523202500311,2025-07-12,풍양면 와룡리,개,믹스견,2025(년생),5(Kg),M,N,종료(안락사),예천군유기동물보호소,경상북도 예천군
442426202500291,2025-07-12,공근면 금계로 685,개,진도견,2022(년생),13(Kg),F,U,보호중,횡성유기동물보호센터,강원특별자치도 횡성군
426330202500175,2025-07-12,동래구청,고양이,믹스묘,2025(60일미만)(년생),0.28(Kg),M,N,종료(입양),(사)동부동물보호협회,부산광역시 동래구
411302202500445,2025-07-12,서울역 지하철 부근,개,요크셔 테리어,2016(년생),3.6(Kg),M,Y,종료(반환),남산동물병원,서울특별시 용산구
448538202500421,2025-07-12,하영농장 (원동면),개,믹스견,2025(년생),4.6(Kg),M,U,보호중,양산시 동물보호센터,경상남도 양산시
448538202500420,2025-07-12,하북면백록중리2길15-15,개,믹스견,2023(년생),9.8(Kg),F,U,보호중,양산시 동물보호센터,경상남도 양산시
447522202500134,2025-07-12,동명면남원로,개,믹스견,2025(60일미만)(년생),1.5(Kg),F,N,종료(입양),칠곡유기동물보호센터,경상북도 칠곡군
447522202500133,2025-07-12,동명면남원로,개,믹스견,2025(60일미만)(년생),1.8(Kg),M,N,종료(입양),칠곡유기동물보호센터,경상북도 칠곡군
428349202500593,2025-07-12,인천공항,고양이,한국 고양이,2025(년생),0.5(Kg),M,U,종료(자연사),신공항동물병원,인천광역시 중구
426328202500290,2025-07-12,영도구 신선동2가 141-92 도로 옆,고양이,한국 고양이,2025(60일미만)(년생),0.3(Kg),Q,N,종료(입양),부산동물보호센터,부산광역시 영도구
426328202500289,2025-07-12,영도구 신선동2가 141-92 도로 옆,고양이,한국 고양이,2025(60일미만)(년생),0.3(Kg),Q,N,종료(자연사),부산동물보호센터,부산광역시 영도구
426328202500288,2025-07-12,영도구 신선동2가 141-92 도로 옆,고양이,한국 고양이,2025(60일미만)(년생),0.3(Kg),Q,N,종료(자연사),부산동물보호센터,부산광역시 영도구
447511202500862,2025-07-12,남원1길 일대,개,진도견,2018(년생),25(Kg),F,Y,종료(반환),상주시 동물보호센터,경상북도 상주시
448535202501216,2025-07-12,김해시 진영 휴먼시아A  607동 부근,고양이,한국 고양이,2025(년생),0.1(Kg),Q,U,종료(자연사),(사)동물보호관리협회,경상남도 김해시
447525202500394,2025-07-12,매화면,개,믹스견,2022(년생),6(Kg),M,U,보호중,울진군동물보호센터,경상북도 울진군
446494202500374,2025-07-12,시종면 마한문화로 257,개,믹스견,2025(60일미만)(년생),0.8(Kg),F,N,종료(안락사),유기동물 삼호 보호소,전라남도 영암군
446494202500372,2025-07-12,시종면 마한문화로 257,개,믹스견,2025(60일미만)(년생),0.8(Kg),F,N,종료(자연사),유기동물 삼호 보호소,전라남도 영암군
446494202500371,2025-07-12,시종면 마한문화로 257,개,믹스견,2025(60일미만)(년생),0.8(Kg),F,N,종료(자연사),유기동물 삼호 보호소,전라남도 영암군
446494202500370,2025-07-12,시종면 마한문화로 257,개,믹스견,2025(60일미만)(년생),0.8(Kg),M,N,종료(자연사),유기동물 삼호 보호소,전라남도 영암군
446494202500369,2025-07-12,시종면 마한문화로 257,개,믹스견,2025(60일미만)(년생),0.8(Kg),M,N,종료(입양),유기동물 삼호 보호소,전라남도 영암군
446494202500368,2025-07-12,시종면 마한문화로 257,개,믹스견,2025(60일미만)(년생),0.8(Kg),M,N,종료(자연사),유기동물 삼호 보호소,전라남도 영암군
446494202500367,2025-07-12,시종면 마한문화로 257,개,믹스견,2025(60일미만)(년생),0.8(Kg),M,N,종료(자연사),유기동물 삼호 보호소,전라남도 영암군
446494202500366,2025-07-12,시종면 마한문화로 257,개,믹스견,2022(년생),7(Kg),F,N,종료(안락사),유기동물 삼호 보호소,전라남도 영암군
